x,y,z,intensity,return_num,classification
282005.52,5660009.3100000005,31.75,46202,1,2
282005.82,5660009.07,31.75,46639,1,2
282005.82,5660009.39,31.75,43821,1,2
282000.14,5660009.64,31.71,33313,1,2
282000.14,5660009.97,31.720000000000002,34296,1,2
282000.55,5660009.82,31.720000000000002,39757,1,2
282000.98,5660009.92,31.720000000000002,33794,1,2
282000.14,5660010.32,31.720000000000002,37879,1,2
282000.55,5660010.15,31.73,35148,1,2
282000.98,5660010.25,31.73,33291,1,2
282000.55,5660010.47,31.720000000000002,33466,1,2
282000.98,5660010.59,31.720000000000002,35170,1,2
282000.99,5660009.65,31.7,32417,1,2
282000.14,5660010.98,31.720000000000002,34777,1,2
282000.54,5660010.78,31.7,33553,1,2
282000.14,5660011.3,31.73,33575,1,2
282000.14,5660011.59,31.720000000000002,33903,1,2
282000.54,5660011.44,31.73,40784,1,2
282001.35000000003,5660009.8,31.73,34733,1,2
282001.35000000003,5660010.07,31.76,41134,1,2
282001.65,5660009.66,31.75,43253,1,2
282001.97000000003,5660009.8,31.75,44126,1,2
282001.65,5660010.0,31.75,43995,1,2
282001.35000000003,5660010.39,31.75,42663,1,2
282001.65,5660010.29,31.75,42728,1,2
282001.97000000003,5660010.14,31.76,43143,1,2
282001.97000000003,5660010.47,31.76,42379,1,2
282000.54,5660011.14,31.76,39277,1,2
282000.98,5660010.94,31.75,40391,1,2
282000.98,5660011.21,31.740000000000002,43930,1,2
282000.98,5660011.52,31.8,47687,1,2
282001.35000000003,5660010.73,31.77,46071,1,2
282001.35000000003,5660011.04,31.75,44301,1,2
282001.97000000003,5660010.8,31.76,42575,1,2
282001.65,5660010.9,31.740000000000002,44389,1,2
282001.35000000003,5660011.38,31.75,42685,1,2
282001.65,5660011.24,31.740000000000002,41571,1,2
282001.97000000003,5660011.16,31.75,43253,1,2
282001.65,5660011.55,31.73,42444,1,2
282001.97000000003,5660011.49,31.740000000000002,42444,1,2
282000.14,5660011.92,31.73,34689,1,2
282000.54,5660012.08,31.73,37813,1,2
282000.54,5660011.74,31.720000000000002,37245,1,2
282000.14,5660012.27,31.68,33684,1,2
282000.98,5660012.54,31.720000000000002,40216,1,2
282001.65,5660011.84,31.720000000000002,42029,1,2
282001.65,5660012.5,31.720000000000002,36546,1,2
282000.14,5660012.87,31.73,38512,1,2
282000.98,5660013.2,31.720000000000002,36022,1,2
282000.98,5660013.52,31.73,40740,1,2
282001.65,5660012.78,31.68,30146,1,2
282001.65,5660013.16,31.7,35367,1,2
282001.96,5660013.09,31.71,35519,1,2
282001.34,5660013.61,31.720000000000002,33859,1,2
282001.64,5660013.49,31.7,33335,1,2
282000.98,5660011.89,31.78,44978,1,2
282000.54,5660012.41,31.76,43668,1,20
282000.98,5660012.21,31.78,43908,1,2
282001.35000000003,5660011.69,31.78,43100,1,2
282001.35000000003,5660011.99,31.76,46071,1,2
282001.97000000003,5660011.82,31.73,39189,1,2
282001.35000000003,5660012.3100000005,31.740000000000002,42029,1,2
282001.35000000003,5660012.64,31.76,37573,1,2
282001.65,5660012.2,31.73,38731,1,2
282001.97000000003,5660012.16,31.740000000000002,39299,1,2
282001.97000000003,5660012.46,31.740000000000002,37901,1,2
282000.54,5660012.71,31.79,45546,1,20
282000.14,5660013.2,31.75,42706,1,2
282000.54,5660013.08,31.740000000000002,43231,1,2
282000.98,5660012.91,31.73,39539,1,2
282000.54,5660013.38,31.82,46027,1,20
282000.14,5660013.53,31.77,42160,1,2
282000.54,5660013.69,31.75,45524,1,2
282001.35000000003,5660012.99,31.740000000000002,35017,1,2
282001.96,5660012.75,31.740000000000002,34493,1,2
282001.34,5660013.3,31.76,37267,1,2
282001.96,5660013.39,31.75,42466,1,20
282002.36,5660011.03,31.720000000000002,38250,1,2
282002.36,5660009.73,31.740000000000002,43143,1,2
282002.36,5660010.03,31.73,42532,1,2
282002.71,5660009.58,31.740000000000002,40893,1,2
282003.02,5660009.6,31.73,46486,1,2
282002.71,5660009.89,31.73,42641,1,2
282003.02,5660009.94,31.740000000000002,43930,1,2
282002.36,5660010.37,31.740000000000002,37638,1,2
282002.71,5660010.19,31.78,43231,1,2
282003.02,5660010.23,31.76,45306,1,2
282002.71,5660010.5600000005,31.720000000000002,40522,1,2
282003.02,5660010.55,31.73,44410,1,2
282003.37,5660009.67,31.79,46551,1,2
282003.76,5660009.79,31.77,46813,1,2
282003.37,5660010.04,31.77,47119,1,2
282003.37,5660010.36,31.76,45852,1,2
282003.76,5660010.11,31.73,44410,1,2
282004.07,5660010.22,31.82,48124,1,20
282003.76,5660010.47,31.77,45546,1,2
282002.36,5660010.72,31.740000000000002,40238,1,2
282002.71,5660010.89,31.740000000000002,40544,1,2
282003.02,5660010.88,31.77,46180,1,2
282002.35000000003,5660011.32,31.720000000000002,39342,1,2
282002.71,5660011.19,31.740000000000002,44978,1,2
282003.02,5660011.21,31.75,45743,1,2
282002.71,5660011.53,31.77,43690,1,2
282003.02,5660011.54,31.75,47534,1,2
282003.37,5660010.7,31.73,44804,1,2
282003.37,5660011.05,31.73,44170,1,2
282004.07,5660010.55,31.830000000000002,48779,1,20
282003.76,5660010.8,31.77,47534,1,2
282004.07,5660010.9,31.77,47163,1,2
282003.37,5660011.32,31.740000000000002,44236,1,2
282003.75,5660011.1,31.8,47469,1,2
282004.07,5660011.18,31.77,47469,1,2
282003.75,5660011.4,31.79,47294,1,2
282004.06,5660011.5,31.77,45830,1,2
282004.07,5660009.6,31.79,48321,1,2
282004.07,5660009.91,31.78,47447,1,2
282004.35000000003,5660009.8100000005,31.830000000000002,48168,1,2
282004.72000000003,5660009.6,31.78,48190,1,2
282004.72000000003,5660009.9,31.8,47796,1,2
282004.35000000003,5660010.13,31.76,47796,1,2
282004.35000000003,5660010.4,31.76,47032,1,2
282004.72000000003,5660010.21,31.76,44541,1,2
282005.15,5660009.68,31.740000000000002,45677,1,2
282005.52,5660009.62,31.740000000000002,43515,1,2
282005.51,5660009.95,31.76,45852,1,2
282005.82,5660009.71,31.740000000000002,43602,1,2
282005.15,5660010.01,31.740000000000002,45044,1,2
282005.15,5660010.36,31.720000000000002,44476,1,2
282005.51,5660010.27,31.76,44935,1,2
282005.82,5660010.08,31.740000000000002,42422,1,2
282005.82,5660010.38,31.720000000000002,43449,1,2
282004.35000000003,5660010.77,31.73,46944,1,2
282004.72000000003,5660010.51,31.73,45262,1,2
282004.72000000003,5660010.85,31.75,45765,1,2
282004.35000000003,5660011.12,31.76,46879,1,2
282004.35000000003,5660011.4,31.740000000000002,47687,1,2
282004.72000000003,5660011.16,31.740000000000002,43690,1,2
282004.72000000003,5660011.47,31.76,45459,1,2
282005.15,5660010.7,31.76,45743,1,2
282005.51,5660010.59,31.76,44935,1,2
282005.51,5660010.96,31.740000000000002,43165,1,2
282005.82,5660010.72,31.720000000000002,40959,1,2
282005.15,5660011.02,31.740000000000002,45874,1,2
282005.51,5660011.24,31.740000000000002,39692,1,2
282005.15,5660011.35,31.78,46464,1,2
282005.82,5660011.0600000005,31.75,42204,1,2
282005.82,5660011.37,31.75,40500,1,2
282002.35000000003,5660011.7,31.720000000000002,36328,1,2
282002.35000000003,5660012.33,31.720000000000002,38294,1,2
282002.35000000003,5660012.01,31.740000000000002,36306,1,2
282002.71,5660011.89,31.78,46442,1,2
282003.02,5660011.87,31.75,44957,1,2
282002.71,5660012.18,31.82,49063,1,20
282003.02,5660012.2,31.76,46049,1,2
282002.71,5660012.48,31.78,48124,1,20
282003.02,5660012.54,31.76,46748,1,2
282003.37,5660011.66,31.740000000000002,44476,1,2
282003.37,5660011.99,31.75,47185,1,2
282003.75,5660011.75,31.77,48561,1,2
282003.75,5660012.02,31.78,46486,1,2
282004.06,5660011.87,31.75,44323,1,2
282003.37,5660012.28,31.79,47906,1,2
282004.06,5660012.18,31.77,46748,1,2
282003.75,5660012.36,31.75,46791,1,2
282004.06,5660012.51,31.75,44148,1,2
282002.35000000003,5660012.67,31.73,44236,1,2
282002.35000000003,5660013.03,31.75,42619,1,2
282002.7,5660012.83,31.740000000000002,44083,1,2
282003.02,5660012.86,31.740000000000002,43580,1,2
282002.35000000003,5660013.33,31.740000000000002,45524,1,2
282002.7,5660013.17,31.75,45830,1,2
282003.01,5660013.19,31.740000000000002,47840,1,2
282002.7,5660013.48,31.75,46224,1,2
282003.01,5660013.53,31.78,46813,1,2
282003.37,5660012.61,31.79,48211,1,2
282003.37,5660012.93,31.78,48211,1,2
282003.75,5660012.72,31.740000000000002,46923,1,2
282003.75,5660013.07,31.75,45612,1,2
282004.06,5660012.87,31.740000000000002,43274,1,2
282003.37,5660013.27,31.76,47556,1,2
282003.37,5660013.61,31.740000000000002,46027,1,2
282004.06,5660013.19,31.75,42750,1,2
282003.75,5660013.36,31.75,43056,1,2
282004.06,5660013.51,31.73,44236,1,2
282004.35000000003,5660011.71,31.740000000000002,44214,1,2
282004.35000000003,5660012.05,31.75,44389,1,2
282005.15,5660011.71,31.740000000000002,43777,1,2
282004.72000000003,5660011.79,31.740000000000002,45109,1,2
282004.34,5660012.38,31.73,45197,1,2
282004.72000000003,5660012.12,31.76,47010,1,2
282005.15,5660012.04,31.740000000000002,40959,1,2
282004.72000000003,5660012.4,31.76,45372,1,2
282005.15,5660012.3100000005,31.73,42226,1,2
282005.51,5660011.6,31.740000000000002,40151,1,2
282005.51,5660011.92,31.75,40238,1,2
282005.82,5660011.7,31.73,40828,1,2
282006.16000000003,5660011.51,31.740000000000002,36546,1,2
282006.16000000003,5660011.84,31.73,31107,1,2
282005.51,5660012.22,31.740000000000002,42401,1,2
282005.82,5660012.03,31.720000000000002,37049,1,2
282006.16000000003,5660012.17,31.73,32767,1,2
282005.82,5660012.35,31.740000000000002,35432,1,2
282004.34,5660012.67,31.73,44498,1,2
282004.34,5660013.02,31.76,44257,1,2
282004.72000000003,5660012.71,31.740000000000002,44083,1,2
282005.15,5660012.63,31.740000000000002,39976,1,2
282005.15,5660012.96,31.75,37114,1,2
282004.34,5660013.33,31.740000000000002,45721,1,2
282004.72000000003,5660013.08,31.75,44039,1,2
282005.15,5660013.26,31.73,38600,1,2
282004.71,5660013.41,31.740000000000002,41680,1,2
282005.51,5660012.57,31.740000000000002,36415,1,2
282005.51,5660012.93,31.73,38731,1,2
282005.81,5660012.66,31.71,32527,1,2
282006.16000000003,5660012.51,31.740000000000002,35476,1,2
282005.81,5660013.01,31.73,36000,1,2
282006.16000000003,5660012.84,31.740000000000002,31522,1,2
282005.51,5660013.24,31.740000000000002,36546,1,2
282006.16000000003,5660013.16,31.720000000000002,31631,1,2
282005.81,5660013.34,31.75,31172,1,2
282006.16000000003,5660013.5,31.75,34755,1,2
282006.18,5660000.24,31.71,36502,1,2
282005.84,5660000.07,31.720000000000002,38512,1,2
282006.95,5660000.11,31.78,45372,1,2
282007.27,5660000.17,31.77,47294,1,2
282005.84,5660000.34,31.720000000000002,37879,1,2
282005.84,5660000.67,31.73,40544,1,2
282006.18,5660000.54,31.73,43056,1,2
282006.58,5660000.33,31.76,42117,1,2
282006.58,5660000.7,31.740000000000002,43471,1,2
282006.18,5660000.88,31.73,40697,1,2
282005.84,5660000.99,31.71,41112,1,2
282006.18,5660001.17,31.73,41112,1,2
282006.58,5660000.99,31.75,45503,1,2
282006.94,5660000.46,31.78,45830,1,2
282007.27,5660000.46,31.76,46966,1,2
282007.63,5660000.18,31.78,46791,1,2
282007.63,5660000.5,31.76,44957,1,2
282006.94,5660000.78,31.79,48583,1,2
282007.27,5660000.8100000005,31.79,47250,1,2
282006.94,5660001.1,31.79,47075,1,2
282007.27,5660001.14,31.78,47032,1,2
282007.63,5660000.87,31.77,46617,1,2
282008.03,5660000.1,31.77,46202,1,2
282008.63,5660000.0600000005,31.73,45306,1,2
282009.39,5660000.03,31.740000000000002,45634,1,2
282008.03,5660000.44,31.77,46508,1,2
282008.35000000003,5660000.5,31.76,45765,1,2
282008.35000000003,5660000.17,31.77,46333,1,2
282008.63,5660000.37,31.75,46770,1,2
282008.03,5660000.74,31.78,46791,1,2
282008.35000000003,5660000.8100000005,31.77,44673,1,2
282008.02,5660001.0600000005,31.77,47906,1,2
282008.35000000003,5660001.14,31.78,46027,1,2
282008.63,5660000.74,31.77,45524,1,2
282008.63,5660001.05,31.8,46704,1,2
282008.98,5660000.18,31.75,46966,1,2
282008.98,5660000.52,31.740000000000002,45896,1,2
282009.74,5660000.23,31.75,44389,1,2
282009.39,5660000.35,31.76,47075,1,2
282009.74,5660000.5600000005,31.73,42510,1,2
282008.98,5660000.83,31.77,45721,1,2
282009.39,5660000.67,31.75,45721,1,2
282009.39,5660000.96,31.740000000000002,45634,1,2
282009.74,5660000.83,31.75,43624,1,2
282010.04,5660000.02,31.73,42073,1,2
282010.04,5660000.33,31.76,41702,1,2
282010.38,5660000.17,31.740000000000002,40653,1,2
282010.38,5660000.51,31.740000000000002,38381,1,2
282010.76,5660000.3,31.73,37114,1,2
282010.04,5660000.68,31.76,42270,1,2
282010.04,5660001.01,31.73,40369,1,2
282010.38,5660000.83,31.73,31325,1,2
282010.76,5660000.63,31.720000000000002,34143,1,2
282010.76,5660000.98,31.740000000000002,33641,1,2
282011.4,5660000.03,31.73,31347,1,2
282011.10000000003,5660000.29,31.73,30910,1,2
282011.4,5660000.35,31.71,32658,1,2
282011.73,5660000.3100000005,31.740000000000002,32658,1,2
282011.10000000003,5660000.57,31.720000000000002,34056,1,2
282011.4,5660000.71,31.740000000000002,34799,1,2
282011.10000000003,5660000.92,31.73,32352,1,2
282011.4,5660001.02,31.7,37267,1,2
282011.73,5660000.67,31.73,38490,1,2
282011.73,5660000.98,31.720000000000002,38447,1,2
282012.11,5660000.18,31.75,36612,1,2
282012.43,5660000.14,31.71,33575,1,2
282012.11,5660000.47,31.73,35803,1,2
282012.43,5660000.43,31.740000000000002,37770,1,2
282012.71,5660000.0,31.73,41024,1,2
282012.71,5660000.34,31.7,38665,1,2
282012.43,5660000.74,31.71,40085,1,2
282012.11,5660000.79,31.73,36044,1,2
282012.71,5660000.68,31.720000000000002,36677,1,2
282012.71,5660000.97,31.720000000000002,37442,1,2
282013.05,5660000.26,31.720000000000002,39473,1,2
282013.46,5660000.26,31.740000000000002,40325,1,2
282013.82,5660000.07,31.71,38796,1,2
282013.82,5660000.4,31.71,39517,1,2
282013.05,5660000.61,31.720000000000002,39168,1,2
282013.46,5660000.58,31.73,41155,1,2
282013.05,5660000.94,31.720000000000002,37333,1,2
282013.46,5660000.92,31.720000000000002,37966,1,2
282013.82,5660000.73,31.75,40784,1,2
282005.84,5660001.3100000005,31.740000000000002,42838,1,2
282006.18,5660001.45,31.79,45503,1,2
282005.84,5660001.61,31.73,40850,1,2
282006.58,5660001.27,31.78,48146,1,2
282006.58,5660001.6,31.79,46551,1,2
282006.18,5660001.79,31.84,47447,1,20
282006.18,5660002.13,31.8,46180,1,20
282006.58,5660001.91,31.76,44651,1,2
282006.58,5660002.2,31.75,45656,1,2
282006.94,5660001.44,31.78,47534,1,2
282007.27,5660001.45,31.78,45765,1,2
282007.63,5660001.2,31.75,46704,1,2
282007.63,5660001.51,31.76,47075,1,2
282006.94,5660001.78,31.78,47097,1,2
282007.27,5660001.77,31.78,47556,1,2
282006.94,5660002.1,31.8,47731,1,2
282007.26,5660002.13,31.78,47359,1,2
282007.63,5660001.83,31.76,45328,1,2
282007.63,5660002.18,31.76,45743,1,2
282006.18,5660002.45,31.740000000000002,46966,1,2
282006.18,5660002.74,31.79,46704,1,2
282006.58,5660002.55,31.78,47097,1,2
282006.18,5660003.0600000005,31.77,47294,1,2
282006.58,5660002.87,31.79,47097,1,2
282006.58,5660003.14,31.79,46748,1,2
282006.94,5660002.43,31.8,48168,1,2
282007.26,5660002.42,31.76,47447,1,2
282007.63,5660002.49,31.76,46573,1,2
282006.94,5660002.78,31.82,47709,1,2
282007.26,5660002.75,31.75,46791,1,2
282006.94,5660003.11,31.78,47600,1,2
282007.26,5660003.07,31.76,46224,1,2
282007.63,5660002.8,31.76,45437,1,2
282007.63,5660003.13,31.79,47185,1,2
282008.02,5660001.38,31.77,46748,1,2
282008.35000000003,5660001.5,31.82,48692,1,2
282008.63,5660001.38,31.77,45874,1,2
282008.02,5660001.74,31.78,47665,1,2
282008.35000000003,5660001.78,31.78,48583,1,2
282008.02,5660002.04,31.77,47862,1,2
282008.34,5660002.1,31.78,47010,1,2
282008.63,5660001.7,31.75,46791,1,2
282008.63,5660002.0600000005,31.76,46180,1,2
282008.98,5660001.14,31.75,45743,1,2
282009.39,5660001.28,31.720000000000002,43406,1,2
282008.98,5660001.44,31.77,47032,1,2
282009.74,5660001.15,31.740000000000002,42554,1,2
282009.74,5660001.48,31.75,41898,1,2
282008.98,5660001.8100000005,31.740000000000002,44192,1,2
282009.38,5660001.63,31.75,43952,1,2
282008.98,5660002.1,31.740000000000002,44214,1,2
282009.38,5660001.94,31.76,42204,1,2
282009.74,5660001.77,31.740000000000002,42444,1,2
282009.74,5660002.1,31.75,38185,1,2
282008.02,5660002.36,31.76,45830,1,2
282008.02,5660002.7,31.77,46573,1,2
282008.34,5660002.44,31.78,44935,1,2
282008.63,5660002.35,31.740000000000002,45743,1,2
282008.63,5660002.65,31.720000000000002,43427,1,2
282008.34,5660002.75,31.75,44847,1,2
282008.02,5660003.04,31.77,45240,1,2
282008.34,5660003.07,31.76,44651,1,2
282008.62,5660002.97,31.75,44935,1,2
282008.98,5660002.41,31.740000000000002,44432,1,2
282009.38,5660002.25,31.76,42379,1,2
282009.38,5660002.59,31.77,44039,1,2
282009.73,5660002.42,31.73,35519,1,2
282008.97000000003,5660002.75,31.75,44651,1,2
282009.38,5660002.87,31.740000000000002,40828,1,2
282008.97000000003,5660003.09,31.76,44913,1,2
282009.73,5660002.76,31.720000000000002,31697,1,2
282009.73,5660003.04,31.73,38294,1,2
282006.18,5660003.41,31.79,46748,1,2
282006.18,5660003.69,31.8,47796,1,2
282006.58,5660003.46,31.78,46901,1,2
282006.18,5660004.03,31.82,47753,1,2
282006.57,5660003.79,31.8,48255,1,2
282006.57,5660004.12,31.76,46726,1,2
282006.94,5660004.03,31.77,46639,1,2
282006.94,5660003.4,31.77,47228,1,2
282007.26,5660003.41,31.77,46748,1,2
282006.94,5660003.72,31.75,47054,1,2
282007.26,5660003.73,31.76,45983,1,2
282007.63,5660003.46,31.75,46923,1,2
282007.26,5660004.0600000005,31.75,47709,1,2
282007.62,5660003.79,31.77,47359,1,2
282007.62,5660004.12,31.76,46049,1,2
282006.18,5660004.36,31.8,47600,1,2
282006.17,5660004.64,31.82,45961,1,2
282006.57,5660004.45,31.76,46770,1,2
282006.94,5660004.34,31.77,46748,1,2
282006.57,5660004.76,31.79,45524,1,2
282006.94,5660004.66,31.75,45153,1,2
282006.17,5660005.0,31.78,46027,1,2
282006.93,5660005.0,31.76,47228,1,2
282006.57,5660005.1,31.75,46704,1,2
282007.26,5660004.44,31.76,45546,1,2
282007.26,5660004.74,31.77,46639,1,2
282007.62,5660004.46,31.76,45743,1,2
282007.62,5660004.75,31.73,43165,1,2
282007.26,5660005.07,31.75,45787,1,2
282007.62,5660005.1,31.75,45197,1,2
282008.02,5660003.36,31.75,46071,1,2
282008.34,5660003.39,31.740000000000002,45503,1,2
282008.02,5660003.68,31.78,45546,1,2
282008.34,5660003.71,31.75,43864,1,2
282008.62,5660003.32,31.75,45372,1,2
282008.62,5660003.63,31.740000000000002,45131,1,2
282008.02,5660004.01,31.77,46660,1,2
282008.34,5660004.0600000005,31.75,45022,1,2
282008.97000000003,5660003.76,31.73,40063,1,2
282008.62,5660003.99,31.740000000000002,44432,1,2
282008.97000000003,5660004.07,31.740000000000002,34624,1,2
282008.97000000003,5660003.4,31.76,44694,1,2
282009.38,5660003.21,31.720000000000002,36131,1,2
282009.38,5660003.54,31.720000000000002,34056,1,2
282009.73,5660003.34,31.740000000000002,34799,1,2
282009.38,5660003.89,31.720000000000002,39910,1,2
282009.38,5660004.17,31.720000000000002,35388,1,2
282009.73,5660003.69,31.720000000000002,35126,1,2
282009.73,5660004.03,31.73,32417,1,2
282008.02,5660004.35,31.75,44301,1,2
282008.34,5660004.38,31.76,44825,1,2
282008.02,5660004.66,31.77,45546,1,2
282008.34,5660004.69,31.77,40828,1,2
282008.62,5660004.32,31.73,43842,1,2
282008.97000000003,5660004.41,31.740000000000002,34209,1,2
282008.62,5660004.59,31.75,42291,1,2
282008.97000000003,5660004.71,31.7,38141,1,2
282008.02,5660004.99,31.76,43122,1,2
282008.34,5660005.05,31.76,41855,1,2
282008.62,5660004.92,31.71,34602,1,2
282008.97000000003,5660005.02,31.720000000000002,38687,1,2
282009.38,5660004.47,31.71,34078,1,2
282009.73,5660004.32,31.740000000000002,32286,1,2
282009.73,5660004.65,31.720000000000002,34864,1,2
282010.03,5660004.5600000005,31.71,36197,1,2
282009.38,5660004.82,31.71,33663,1,2
282009.38,5660005.15,31.740000000000002,34580,1,2
282010.03,5660004.88,31.73,38185,1,2
282009.73,5660004.98,31.720000000000002,34820,1,2
282010.04,5660001.32,31.73,37944,1,2
282010.38,5660001.16,31.73,37223,1,2
282010.38,5660001.48,31.73,35803,1,2
282010.75,5660001.3,31.720000000000002,34886,1,2
282010.04,5660001.7,31.740000000000002,35760,1,2
282010.38,5660001.82,31.71,32789,1,2
282010.04,5660002.03,31.740000000000002,34668,1,2
282010.75,5660001.63,31.73,34362,1,2
282010.75,5660001.94,31.75,33073,1,2
282011.10000000003,5660001.24,31.73,39714,1,2
282011.10000000003,5660001.57,31.720000000000002,36044,1,2
282011.4,5660001.35,31.73,35104,1,2
282011.73,5660001.29,31.7,38469,1,2
282011.4,5660001.69,31.75,39386,1,2
282011.10000000003,5660001.9,31.720000000000002,35104,1,2
282011.39,5660001.99,31.73,37573,1,2
282011.73,5660001.66,31.720000000000002,33248,1,2
282011.73,5660001.95,31.720000000000002,34668,1,2
282010.04,5660002.35,31.720000000000002,36109,1,2
282010.38,5660002.12,31.71,33051,1,2
282010.38,5660002.44,31.73,29752,1,2
282010.75,5660002.28,31.73,32221,1,2
282010.04,5660002.69,31.71,34689,1,2
282010.38,5660002.77,31.71,31325,1,2
282010.04,5660003.02,31.720000000000002,35257,1,2
282010.38,5660003.12,31.720000000000002,29337,1,2
282010.75,5660002.61,31.71,33444,1,2
282010.75,5660002.91,31.740000000000002,37289,1,2
282011.10000000003,5660002.21,31.740000000000002,38796,1,2
282011.39,5660002.3,31.740000000000002,33335,1,2
282011.10000000003,5660002.5600000005,31.73,38316,1,2
282011.73,5660002.23,31.73,40325,1,2
282011.73,5660002.55,31.73,39648,1,2
282011.39,5660002.64,31.71,34799,1,2
282011.09,5660002.89,31.740000000000002,39037,1,2
282011.39,5660002.96,31.720000000000002,37770,1,2
282011.73,5660002.91,31.73,38381,1,2
282012.11,5660001.12,31.71,37114,1,2
282012.43,5660001.04,31.740000000000002,37944,1,2
282012.11,5660001.47,31.73,39539,1,2
282012.43,5660001.39,31.73,35956,1,2
282012.71,5660001.26,31.740000000000002,38075,1,2
282012.11,5660001.76,31.73,41243,1,2
282012.43,5660001.75,31.71,38163,1,2
282012.43,5660002.02,31.73,39102,1,2
282012.71,5660001.59,31.73,39146,1,2
282012.71,5660001.9,31.740000000000002,41199,1,2
282013.05,5660001.26,31.73,39255,1,2
282013.46,5660001.24,31.740000000000002,41505,1,2
282013.82,5660001.08,31.73,40085,1,2
282013.82,5660001.4,31.73,41876,1,2
282013.05,5660001.62,31.740000000000002,40522,1,2
282013.46,5660001.58,31.740000000000002,40304,1,2
282013.05,5660001.95,31.720000000000002,40238,1,2
282013.46,5660001.88,31.73,40260,1,2
282013.82,5660001.72,31.7,38228,1,2
